x,Curve1
0
0.550661,314.349
1.21145,297.281
2.7533,206.029
3.19383,248.936
3.63436,286.13
5.61674,272.07
5.94714,309.251
7.26872,212.259
10.2423,241.171
11.2335,232.712
11.3436,264.154
12.7753,230.031
14.3172,144.493
14.6476,173.103
15.859,307.527
16.4097,239.018
16.7401,221.913
19.0529,225.035
21.2555,231.001
22.6872,282.593
23.348,439.811
